"squirrel_id_trap","gr","locx_trap","locy_trap","sex_trap","rep_con","year","squirrel_id_census","sex_census","intruder"
4486,"KL","E.0",9.5,"F",1,1994,4486,"F",0
2339,"LL","J.0",2.5,"M",0,1994,2425,"M",1
2339,"LL","J.0",2.5,"M",0,1994,2339,"M",0
2378,"LL","I.0",11.5,"M",0,1994,3647,"M",1
2458,"LL","G.0",0.5,"F",4,1994,2458,"F",0
2459,"LL","H.5",9.5,"F",4,1994,2459,"F",0
3059,"LL","-4.0",10.5,"F",4,1994,1851,"F",1
3059,"LL","-4.0",10.5,"F",4,1994,3059,"F",0
2139,"SU","K.0",6.5,"F",0,1994,2475,"F",1
2340,"SU","K.0",6.5,"M",0,1994,2475,"F",1
2471,"SU","K.0",6.5,"F",0,1994,2475,"F",1
2529,"SU","L.0",10.5,"F",4,1994,2529,"F",0
2595,"SU","C.0",11.5,"M",0,1994,2595,"M",0
2713,"SU","A.5",4.5,"M",3,1995,2713,"M",0
2486,"SU","C.5",15.5,"M",3,1995,4371,"M",1
2488,"SU","J.5",10.5,"F",2,1995,4361,"M",1
3388,"SU","H.0",12.5,"M",1,1995,3388,"M",0
4272,"SU","A.5",6.5,"F",2,1995,4272,"F",0
4603,"SU","E.0",3.5,"F",1,1995,4603,"F",0
4642,"SU","E.0",11.5,"F",2,1995,2532,"M",1
4642,"SU","E.0",11.5,"F",2,1995,3443,"M",1
2525,"SU","E.0",10.5,"M",2,1995,2525,"M",0
2713,"SU","A.5",4.5,"M",3,1995,2713,"M",0
2826,"SU","B.0",7.5,"M",3,1995,3618,"F",1
2826,"SU","B.0",7.5,"M",3,1995,2826,"M",0
3443,"SU","E.0",11.5,"M",3,1995,2532,"M",1
3443,"SU","E.0",11.5,"M",3,1995,3443,"M",0
2510,"SU","P.0",8.5,"M",2,1995,2510,"M",0
2982,"SU","M.0",4.5,"M",0,1995,2982,"M",0
2667,"KL","J.5",6.5,"F",2,1995,2667,"F",0
2756,"KL","G.5",3.5,"F",2,1995,2756,"F",0
2756,"KL","G.5",3.5,"F",2,1995,3306,"M",1
2937,"KL","G.5",3.5,"M",0,1995,2756,"F",1
2937,"KL","G.5",3.5,"M",0,1995,3306,"M",1
3159,"KL","F.5",0.5,"F",2,1995,3159,"F",0
3521,"KL","D.5",5.5,"M",0,1995,3521,"M",0
3647,"KL","I.0",10.5,"M",0,1995,3647,"M",0
4108,"KL","E.0",3.5,"F",2,1995,4603,"F",1
3709,"SU","O.0",1.5,"F",2,1995,3709,"F",0
4465,"KL","A.0",5.5,"F",3,1995,4465,"F",0
2510,"SU","P.0",8.5,"M",0,1995,2510,"M",0
2519,"SU","0.5",1.5,"F",0,1995,2519,"F",0
2529,"SU","L.0",10.5,"F",2,1995,2529,"F",0
2533,"SU","C.5",6.5,"F",3,1995,2533,"F",0
2595,"SU","B.5",10.5,"M",0,1995,2683,"M",1
2595,"SU","B.5",10.5,"M",0,1995,2595,"M",0
2693,"SU","E.5",1.5,"M",0,1995,2693,"M",0
2710,"SU","-2.0",18.5,"F",2,1995,2710,"F",0
2713,"SU","A.5",4.5,"M",0,1995,2713,"M",0
3168,"SU","I.0",2.5,"F",2,1995,3168,"F",0
3168,"SU","I.0",2.5,"F",2,1995,4686,"M",1
3443,"SU","E.0",11.5,"M",0,1995,2532,"M",1
3443,"SU","E.0",11.5,"M",0,1995,3443,"M",0
3498,"SU","T.5",7.5,"M",3,1995,3498,"M",0
4302,"SU","G.0",9.5,"M",0,1995,4302,"M",0
4541,"SU","B.5",9.5,"M",0,1995,4541,"M",0
3168,"SU","I.0",2.5,"F",2,1995,3168,"F",0
3168,"SU","I.0",2.5,"F",2,1995,4686,"M",1
3335,"SU","N.5",4.5,"F",2,1995,3335,"F",0
2494,"KL","-1.0",14.5,"M",0,1995,3783,"F",1
3525,"KL","B.5",13.5,"F",3,1995,3525,"F",0
2517,"KL","K.0",7.5,"M",0,1995,2667,"F",1
2667,"KL","J.5",6.5,"F",2,1995,2667,"F",0
3212,"KL","G.5",9.5,"F",0,1995,2776,"M",1
3231,"LL","S.0",5.5,"F",2,1995,3231,"F",0
3256,"LL","P.0",4.5,"F",2,1995,3256,"F",0
3512,"LL","H.5",4.5,"F",2,1995,3512,"F",0
3513,"LL","S.5",1.5,"M",0,1995,3513,"M",0
3514,"LL","Y.0",0.5,"F",2,1995,3514,"F",0
3637,"LL","M.5",0.5,"F",2,1995,3413,"F",1
3637,"LL","M.5",0.5,"F",2,1995,2507,"M",1
3778,"LL","Q.5",4.5,"M",0,1995,3778,"M",0
4402,"LL","P.0",1.5,"M",0,1995,3637,"F",1
4402,"LL","P.0",1.5,"M",0,1995,5783,"M",1
2759,"LL","F.0",3.5,"F",1,1995,2759,"F",0
3236,"LL","-1.0",2.5,"F",0,1995,3236,"F",0
3306,"LL","G.0",0.5,"M",0,1995,3306,"M",0
3736,"LL","J.0",2.5,"F",2,1995,3736,"F",0
3736,"LL","J.0",2.5,"F",2,1995,2658,"M",1
2499,"LL","-1.0",7.5,"M",0,1995,2733,"F",1
2502,"LL","A.0",0.5,"M",0,1995,3636,"F",1
2661,"LL","-7.0",4.5,"F",2,1995,2661,"F",0
2783,"LL","-8.0",7.5,"F",1,1995,2783,"F",0
2510,"SU","P.0",8.5,"M",3,1995,2510,"M",0
2693,"SU","E.5",1.5,"M",3,1995,2693,"M",0
2826,"SU","B.0",7.5,"M",3,1995,3618,"F",1
2826,"SU","B.0",7.5,"M",3,1995,2826,"M",0
2826,"SU","B.0",7.5,"M",3,1995,3618,"F",1
2826,"SU","B.0",7.5,"M",3,1995,2826,"M",0
2532,"LL","E.0",11.5,"M",0,1995,2532,"M",0
2532,"LL","E.0",11.5,"M",0,1995,3443,"M",1
2552,"LL","E.0",13.5,"F",3,1995,2552,"F",0
2758,"LL","D.5",16.5,"M",0,1995,2758,"M",0
3390,"LL","P.0",7.5,"M",0,1995,2609,"F",1
3517,"LL","F.5",15.5,"M",0,1995,3517,"M",0
4346,"LL","E.0",19.5,"F",2,1995,3221,"M",1
2525,"SU","E.0",10.5,"M",3,1995,2525,"M",0
2595,"SU","B.5",10.5,"M",3,1995,2683,"M",1
2595,"SU","B.5",10.5,"M",3,1995,2595,"M",0
2681,"SU","B.0",1.5,"M",3,1995,2681,"M",0
3443,"SU","E.0",11.5,"M",3,1995,2532,"M",1
3443,"SU","E.0",11.5,"M",3,1995,3443,"M",0
2585,"LL","O.0",15.5,"F",2,1995,3373,"F",1
2634,"LL","H.5",9.5,"M",0,1995,3414,"F",1
3373,"LL","Q.5",14.5,"F",2,1995,3373,"F",0
3473,"LL","Q.0",7.5,"M",0,1995,2585,"F",1
3473,"LL","Q.0",7.5,"M",0,1995,3256,"F",1
4488,"LL","S.5",12.5,"F",1,1995,4488,"F",0
2826,"SU","B.0",7.5,"M",3,1995,3618,"F",1
2826,"SU","B.0",7.5,"M",3,1995,2826,"M",0
3168,"SU","I.0",2.5,"F",3,1995,3168,"F",0
3168,"SU","I.0",2.5,"F",3,1995,4686,"M",1
4272,"SU","A.5",6.5,"F",0,1995,4272,"F",0
2826,"SU","C.5",6.5,"M",3,1995,2533,"F",1
2533,"SU","C.5",6.5,"F",3,1995,2533,"F",0
2595,"SU","B.5",10.5,"M",3,1995,2683,"M",1
2595,"SU","B.5",10.5,"M",3,1995,2595,"M",0
4541,"SU","B.5",9.5,"M",3,1995,4541,"M",0
2510,"SU","P.0",8.5,"M",3,1995,2510,"M",0
2525,"SU","E.0",10.5,"M",3,1995,2525,"M",0
4302,"SU","E.0",9.5,"M",3,1995,4486,"F",1
4345,"SU","G.0",5.5,"M",3,1995,3526,"F",1
3709,"SU","O.0",1.5,"F",3,1995,3709,"F",0
5250,"SU","N.0",7.5,"M",3,1995,5250,"M",0
2529,"SU","L.0",10.5,"F",3,1995,2529,"F",0
3335,"SU","N.5",4.5,"F",1,1995,3335,"F",0
4272,"SU","A.5",6.5,"F",3,1995,4272,"F",0
4316,"SU","D.0",7.5,"F",3,1995,4316,"F",0
5250,"SU","J.5",10.5,"M",3,1995,4361,"M",1
2529,"SU","J.5",10.5,"F",3,1995,4361,"M",1
3526,"SU","G.0",5.5,"F",1,1995,3526,"F",0
2533,"SU","C.5",6.5,"F",3,1995,2533,"F",0
2595,"SU","B.5",10.5,"M",3,1995,2683,"M",1
2595,"SU","B.5",10.5,"M",3,1995,2595,"M",0
2693,"SU","E.5",1.5,"M",3,1995,2693,"M",0
2713,"SU","A.5",4.5,"M",3,1995,2713,"M",0
4272,"SU","A.5",6.5,"F",3,1995,4272,"F",0
4302,"SU","E.0",9.5,"M",3,1995,4486,"F",1
4325,"SU","E.0",11.5,"F",3,1995,2532,"M",1
4325,"SU","E.0",11.5,"F",3,1995,3443,"M",1
4541,"SU","B.5",9.5,"M",3,1995,4541,"M",0
3832,"LL","H.5",9.5,"M",0,1995,3414,"F",1
3719,"KL","I.0",2.5,"M",3,1995,3168,"F",1
3719,"KL","I.0",2.5,"M",3,1995,4686,"M",1
3778,"LL","P.0",7.5,"M",0,1995,2609,"F",1
3180,"EN","A.0",4.5,"F",3,1995,3180,"F",0
3199,"EN","M.5",1.5,"F",3,1995,2993,"M",1
2585,"LL","O.0",15.5,"F",3,1995,3373,"F",1
2661,"LL","-7.0",4.5,"F",3,1995,2661,"F",0
2759,"LL","F.0",3.5,"F",3,1995,2759,"F",0
3298,"LL","K.5",17.5,"M",0,1995,2575,"M",1
3306,"LL","G.0",0.5,"M",0,1995,3306,"M",0
3373,"LL","R.0",12.5,"F",3,1995,2585,"F",1
3373,"LL","Q.5",14.5,"F",3,1995,3373,"F",0
3636,"LL","A.0",0.5,"F",3,1995,3636,"F",0
3736,"LL","J.0",2.5,"F",3,1995,3736,"F",0
3736,"LL","J.0",2.5,"F",3,1995,2658,"M",1
3832,"LL","E.0",19.5,"M",0,1995,3221,"M",1
2732,"EN","G.5",1.5,"F",3,1995,2732,"F",0
2732,"EN","G.5",1.5,"F",3,1995,3749,"M",1
2754,"EN","L.0",7.5,"F",2,1995,2754,"F",0
2930,"EN","B.5",1.5,"F",3,1995,2930,"F",0
3180,"EN","A.0",3.5,"F",3,1995,3180,"F",0
2504,"KL","A.0",10.5,"M",0,1995,3700,"F",1
2756,"KL","G.5",3.5,"F",3,1995,2756,"F",0
2756,"KL","G.5",3.5,"F",3,1995,3306,"M",1
3405,"KL","-1.0",14.5,"F",3,1995,3783,"F",1
3525,"KL","B.5",13.5,"F",3,1995,3525,"F",0
3674,"KL","E.5",8.5,"F",2,1995,3674,"F",0
3700,"KL","B.0",8.5,"F",3,1995,3700,"F",0
3749,"KL","K.5",0.5,"M",0,1995,3750,"F",1
4465,"KL","A.0",5.5,"F",2,1995,4465,"F",0
3177,"EN","O.0",6.5,"F",3,1995,3177,"F",0
2667,"KL","K.0",7.5,"F",4,1995,2667,"F",0
2756,"KL","G.5",3.5,"F",3,1995,2756,"F",0
2756,"KL","G.5",3.5,"F",3,1995,3306,"M",1
3159,"KL","F.5",0.5,"F",4,1995,3159,"F",0
3503,"KL","J.5",7.5,"M",0,1995,2667,"F",1
2773,"LL","J.0",2.5,"M",0,1995,3736,"F",1
2773,"LL","J.0",2.5,"M",0,1995,2658,"M",1
3513,"LL","P.0",7.5,"M",0,1995,2609,"F",1
2966,"SU","G.0",5.5,"M",0,1995,3526,"F",1
2982,"SU","M.0",4.5,"M",0,1995,2982,"M",0
3335,"SU","N.5",4.5,"F",3,1995,3335,"F",0
2676,"KL","H.0",4.5,"F",3,1995,2676,"F",0
2683,"KL","B.5",10.5,"M",0,1995,2683,"M",0
2683,"KL","B.5",10.5,"M",0,1995,2595,"M",1
3700,"KL","B.0",9.5,"F",3,1995,3700,"F",0
4686,"KL","I.0",2.5,"M",0,1995,3168,"F",1
4686,"KL","I.0",2.5,"M",0,1995,4686,"M",0
2535,"LL","-4.0",10.5,"F",2,1995,3059,"F",1
2703,"LL","K.0",19.5,"F",3,1995,2703,"F",0
3736,"LL","J.0",2.5,"F",3,1995,3736,"F",0
3736,"LL","J.0",2.5,"F",3,1995,2658,"M",1
2595,"SU","B.5",10.5,"M",3,1995,2683,"M",1
2595,"SU","B.5",10.5,"M",3,1995,2595,"M",0
2638,"SU","J.5",10.5,"M",1,1995,4361,"M",1
2693,"SU","E.5",1.5,"M",3,1995,2693,"M",0
2710,"SU","-2.0",18.5,"F",4,1995,2710,"F",0
2826,"SU","C.5",6.5,"M",3,1995,2533,"F",1
2982,"SU","M.0",4.5,"M",3,1995,2982,"M",0
3526,"SU","G.0",5.5,"F",3,1995,3526,"F",0
4272,"SU","A.5",6.5,"F",3,1995,4272,"F",0
4316,"SU","D.0",7.5,"F",3,1995,4316,"F",0
4912,"SU","I.0",2.5,"M",0,1995,3168,"F",1
4912,"SU","I.0",2.5,"M",0,1995,4686,"M",1
2517,"KL","I.5",6.5,"M",0,1995,2667,"F",1
3525,"KL","B.5",13.5,"F",3,1995,3525,"F",0
2696,"LL","-4.0",10.5,"M",0,1995,3059,"F",1
2703,"LL","K.0",19.5,"F",3,1995,2703,"F",0
2758,"LL","A.5",13.5,"M",0,1995,2777,"F",1
2773,"LL","J.0",2.5,"M",0,1995,3736,"F",1
2773,"LL","J.0",2.5,"M",0,1995,2658,"M",1
3231,"LL","S.0",5.5,"F",3,1995,3231,"F",0
3256,"LL","Q.0",7.5,"F",3,1995,2585,"F",1
3256,"LL","Q.0",7.5,"F",3,1995,3256,"F",0
3413,"LL","M.5",0.5,"F",4,1995,3413,"F",0
3413,"LL","M.5",0.5,"F",4,1995,2507,"M",1
3514,"LL","Y.0",0.5,"F",3,1995,3514,"F",0
2676,"KL","H.0",4.5,"F",2,1995,2676,"F",0
2756,"KL","G.0",3.5,"F",2,1995,2937,"M",1
3405,"KL","-1.0",14.5,"F",2,1995,3783,"F",1
4465,"KL","A.0",4.5,"F",3,1995,3180,"F",1
2585,"LL","Q.0",7.5,"F",3,1995,2585,"F",0
2585,"LL","Q.0",7.5,"F",3,1995,3256,"F",1
2609,"LL","P.0",7.5,"F",3,1995,2609,"F",0
2621,"LL","L.0",2.5,"M",0,1995,2538,"F",1
2621,"LL","L.0",2.5,"M",0,1995,4402,"M",1
2696,"LL","B.5",12.5,"M",0,1995,2777,"F",1
2696,"LL","B.5",12.5,"M",0,1995,4370,"F",1
2777,"LL","A.5",13.5,"F",3,1995,2777,"F",0
3256,"LL","P.0",4.5,"F",3,1995,3256,"F",0
3306,"LL","G.0",0.5,"M",0,1995,3306,"M",0
3306,"LL","H.0",0.5,"M",0,1995,3306,"M",0
3778,"LL","S.0",5.5,"M",2,1995,3231,"F",1
2510,"SU","P.0",8.5,"M",2,1995,2510,"M",0
4272,"SU","A.5",4.5,"F",3,1995,2713,"M",1
2623,"EN","O.5",0.5,"M",1,1995,2623,"M",0
3180,"EN","0.0",2.5,"F",3,1995,3180,"F",0
2756,"KL","G.0",3.5,"F",3,1995,2937,"M",1
2776,"KL","0.0",4.5,"M",0,1995,4704,"F",1
4686,"KL","A.0",5.5,"M",0,1995,4465,"F",1
2530,"LL","J.0",2.5,"M",0,1995,3736,"F",1
2530,"LL","J.0",2.5,"M",0,1995,2658,"M",1
2532,"LL","H.5",9.5,"M",0,1995,3414,"F",1
2552,"LL","E.0",13.5,"F",3,1995,2552,"F",0
2609,"LL","P.0",7.5,"F",2,1995,2609,"F",0
2783,"LL","-8.0",7.5,"F",3,1995,2783,"F",0
3236,"LL","-1.0",2.5,"F",3,1995,3236,"F",0
3306,"LL","H.0",0.5,"M",0,1995,3306,"M",0
3373,"LL","Q.5",14.5,"F",3,1995,3373,"F",0
3832,"LL","H.0",0.5,"M",0,1995,3306,"M",1
4402,"LL","L.0",2.5,"M",0,1995,2538,"F",1
4402,"LL","L.0",2.5,"M",0,1995,4402,"M",0
2525,"SU","E.0",10.5,"M",3,1995,2525,"M",0
2652,"SU","I.0",2.5,"F",3,1995,3168,"F",1
2652,"SU","I.0",2.5,"F",3,1995,4686,"M",1
3526,"SU","I.0",2.5,"F",3,1995,3168,"F",1
3526,"SU","I.0",2.5,"F",3,1995,4686,"M",1
2930,"EN","C.0",0.5,"F",3,1995,2930,"F",0
3180,"EN","A.0",4.5,"F",3,1995,3180,"F",0
3768,"EN","J.0",2.5,"M",1,1995,3736,"F",1
3768,"EN","J.0",2.5,"M",1,1995,2658,"M",1
2667,"KL","J.5",6.5,"F",3,1995,2667,"F",0
3405,"KL","B.0",8.5,"F",3,1995,3700,"F",1
3618,"KL","B.0",7.5,"F",3,1995,3618,"F",0
3618,"KL","B.0",7.5,"F",3,1995,2826,"M",1
3674,"KL","E.5",8.5,"F",3,1995,3674,"F",0
3700,"KL","B.0",9.5,"F",3,1995,3700,"F",0
4465,"KL","A.0",5.5,"F",3,1995,4465,"F",0
4486,"KL","E.0",9.5,"F",2,1995,4486,"F",0
2575,"LL","O.0",15.5,"M",2,1995,3373,"F",1
2609,"LL","P.0",7.5,"F",2,1995,2609,"F",0
3306,"LL","H.0",0.5,"M",2,1995,3306,"M",0
3373,"LL","Q.5",14.5,"F",3,1995,3373,"F",0
3413,"LL","M.5",0.5,"F",3,1995,3413,"F",0
3413,"LL","M.5",0.5,"F",3,1995,2507,"M",1
3414,"LL","H.5",9.5,"F",3,1995,3414,"F",0
4452,"SU","I.0",2.5,"M",2,1995,3168,"F",1
4452,"SU","I.0",2.5,"M",2,1995,4686,"M",1
2754,"EN","L.0",7.5,"F",3,1995,2754,"F",0
2516,"LL","-5.0",3.5,"M",0,1995,2544,"F",1
2552,"LL","E.0",13.5,"F",3,1995,2552,"F",0
2696,"LL","-4.0",10.5,"M",1,1995,3059,"F",1
2773,"LL","P.0",7.5,"M",2,1995,2609,"F",1
2783,"LL","-8.0",7.5,"F",0,1995,2783,"F",0
3373,"LL","O.0",15.5,"F",3,1995,3373,"F",0
3736,"LL","J.0",2.5,"F",3,1995,3736,"F",0
3736,"LL","J.0",2.5,"F",3,1995,2658,"M",1
2930,"EN","B.5",1.5,"F",3,1995,2930,"F",0
3180,"EN","A.0",4.5,"F",3,1995,3180,"F",0
3618,"KL","B.0",7.5,"F",4,1995,3618,"F",0
3618,"KL","B.0",7.5,"F",4,1995,2826,"M",1
3231,"LL","S.0",5.5,"F",3,1995,3231,"F",0
3256,"LL","P.0",4.5,"F",3,1995,3256,"F",0
3298,"LL","P.0",4.5,"M",2,1995,3256,"F",1
3313,"LL","-8.0",7.5,"M",1,1995,2783,"F",1
3413,"LL","L.0",2.5,"F",4,1995,2538,"F",1
3413,"LL","L.0",2.5,"F",4,1995,4402,"M",1
3512,"LL","H.5",4.5,"F",4,1995,3512,"F",0
2526,"KL","K.5",0.5,"F",3,1995,3750,"F",1
2552,"LL","E.0",13.5,"F",3,1995,2552,"F",0
2574,"LL","K.5",17.5,"F",2,1995,2575,"M",1
2703,"LL","J.5",19.5,"F",3,1995,2703,"F",0
3298,"LL","P.0",4.5,"M",0,1995,3256,"F",1
3306,"LL","G.0",0.5,"M",3,1995,3306,"M",0
3736,"LL","J.0",2.5,"F",4,1995,3736,"F",0
3736,"LL","J.0",2.5,"F",4,1995,2658,"M",1
2710,"SU","-2.0",18.5,"F",4,1995,2710,"F",0
2966,"SU","I.0",2.5,"M",2,1995,3168,"F",1
2966,"SU","I.0",2.5,"M",2,1995,4686,"M",1
3388,"SU","C.5",6.5,"M",1,1995,2533,"F",1
4316,"SU","D.0",7.5,"F",3,1995,4316,"F",0
3180,"EN","A.0",1.5,"F",3,1995,3182,"M",1
2756,"KL","G.0",3.5,"F",3,1995,2937,"M",1
2937,"KL","G.0",3.5,"M",0,1995,2937,"M",0
3521,"KL","D.5",5.5,"M",0,1995,3521,"M",0
3647,"KL","I.0",10.5,"M",0,1995,3647,"M",0
3700,"KL","A.0",10.5,"F",4,1995,3700,"F",0
2609,"LL","P.0",7.5,"F",2,1995,2609,"F",0
2783,"LL","-8.0",7.5,"F",3,1995,2783,"F",0
3256,"LL","Q.0",7.5,"F",3,1995,2585,"F",1
3256,"LL","Q.0",7.5,"F",3,1995,3256,"F",0
3373,"LL","Q.5",14.5,"F",3,1995,3373,"F",0
3414,"LL","H.5",9.5,"F",3,1995,3414,"F",0
3514,"LL","Y.0",0.5,"F",3,1995,3514,"F",0
3517,"LL","F.5",15.5,"M",1,1995,3517,"M",0
2529,"SU","L.0",10.5,"F",3,1995,2529,"F",0
2826,"SU","C.5",6.5,"M",2,1995,2533,"F",1
3168,"SU","I.0",1.5,"F",3,1995,3168,"F",0
3335,"SU","N.5",4.5,"F",2,1995,3335,"F",0
4272,"SU","A.5",6.5,"F",2,1995,4272,"F",0
4603,"SU","E.0",3.5,"F",2,1995,4603,"F",0
2530,"LL","J.0",2.5,"M",1,1995,3736,"F",1
2530,"LL","J.0",2.5,"M",1,1995,2658,"M",1
2530,"LL","J.0",2.5,"M",2,1995,3736,"F",1
2530,"LL","J.0",2.5,"M",2,1995,2658,"M",1
3256,"LL","P.0",4.5,"F",3,1995,3256,"F",0
3298,"LL","P.0",4.5,"M",2,1995,3256,"F",1
3306,"LL","H.5",4.5,"M",2,1995,3512,"F",1
3373,"LL","Q.5",14.5,"F",3,1995,3373,"F",0
3778,"LL","S.0",5.5,"M",2,1995,3231,"F",1
3832,"LL","H.5",4.5,"M",2,1995,3512,"F",1
3231,"LL","S.0",5.5,"F",3,1995,3231,"F",0
3514,"LL","Y.0",0.5,"F",3,1995,3514,"F",0
3637,"LL","P.0",1.5,"F",3,1995,3637,"F",0
3637,"LL","P.0",1.5,"F",3,1995,5783,"M",1
3778,"LL","Q.5",4.5,"M",2,1995,3778,"M",0
3832,"LL","H.5",4.5,"M",2,1995,3512,"F",1
2826,"SU","C.5",6.5,"M",2,1995,2533,"F",1
2966,"SU","C.5",6.5,"M",1,1995,2533,"F",1
4606,"SU","C.5",6.5,"M",2,1995,2533,"F",1
3181,"EN","C.0",3.5,"F",3,1995,3181,"F",0
3159,"KL","F.5",0.5,"F",4,1995,3159,"F",0
2530,"LL","L.0",2.5,"M",2,1995,2538,"F",1
2530,"LL","L.0",2.5,"M",2,1995,4402,"M",1
3832,"LL","H.5",4.5,"M",2,1995,3512,"F",1
4402,"LL","L.0",2.5,"M",3,1995,2538,"F",1
4402,"LL","L.0",2.5,"M",3,1995,4402,"M",0
4488,"LL","S.5",12.5,"F",2,1995,4488,"F",0
2520,"SU","-2.0",18.5,"M",2,1995,2710,"F",1
2826,"SU","C.5",6.5,"M",0,1995,2533,"F",1
2966,"SU","C.5",6.5,"M",0,1995,2533,"F",1
2522,"EN","G.5",1.5,"M",1,1995,2732,"F",1
2522,"EN","G.5",1.5,"M",1,1995,3749,"M",1
3180,"EN","A.0",3.5,"F",3,1995,3180,"F",0
3832,"LL","H.5",4.5,"M",2,1995,3512,"F",1
4402,"LL","J.5",0.5,"M",3,1995,3306,"M",1
2966,"SU","C.5",6.5,"M",1,1995,2533,"F",1
4302,"SU","C.5",6.5,"M",2,1995,2533,"F",1
2756,"KL","G.0",3.5,"F",4,1995,2937,"M",1
3674,"KL","E.5",8.5,"F",3,1995,3674,"F",0
4486,"KL","E.0",9.5,"F",3,1995,4486,"F",0
2530,"LL","J.0",2.5,"M",2,1995,3736,"F",1
2530,"LL","J.0",2.5,"M",2,1995,2658,"M",1
2575,"LL","K.5",17.5,"M",3,1995,2575,"M",0
2585,"LL","Q.0",7.5,"F",3,1995,2585,"F",0
2585,"LL","Q.0",7.5,"F",3,1995,3256,"F",1
2609,"LL","P.0",7.5,"F",3,1995,2609,"F",0
2621,"LL","L.0",2.5,"M",2,1995,2538,"F",1
2621,"LL","L.0",2.5,"M",2,1995,4402,"M",1
2773,"LL","H.5",9.5,"M",3,1995,3414,"F",1
3221,"LL","E.0",19.5,"M",2,1995,3221,"M",0
3306,"LL","J.5",0.5,"M",2,1995,3306,"M",0
3514,"LL","Y.0",0.5,"F",3,1995,3514,"F",0
3168,"SU","I.0",2.5,"F",3,1995,3168,"F",0
3168,"SU","I.0",2.5,"F",3,1995,4686,"M",1
3526,"SU","G.0",5.5,"F",3,1995,3526,"F",0
4594,"SU","L.0",10.5,"M",1,1995,2529,"F",1
3700,"KL","B.0",8.5,"F",4,1995,3700,"F",0
3512,"LL","H.5",4.5,"F",4,1995,3512,"F",0
2930,"EN","B.5",1.5,"F",4,1995,2930,"F",0
2680,"EN","C.0",3.5,"M",3,1995,3181,"F",1
3181,"EN","C.0",3.5,"F",4,1995,3181,"F",0
4465,"KL","A.0",5.5,"F",3,1995,4465,"F",0
4892,"KL","H.0",4.5,"M",1,1995,2676,"F",1
3525,"KL","-1.0",14.5,"F",4,1995,3783,"F",1
4486,"KL","E.0",9.5,"F",4,1995,4486,"F",0
2552,"LL","B.5",12.5,"F",4,1995,2777,"F",1
2552,"LL","B.5",12.5,"F",4,1995,4370,"F",1
2575,"LL","K.5",17.5,"M",3,1995,2575,"M",0
2575,"LL","K.5",17.5,"M",3,1995,2575,"M",0
2621,"LL","M.5",0.5,"M",3,1995,3413,"F",1
2621,"LL","M.5",0.5,"M",3,1995,2507,"M",1
2783,"LL","-8.0",7.5,"F",3,1995,2783,"F",0
3221,"LL","E.0",19.5,"M",3,1995,3221,"M",0
3231,"LL","S.0",5.5,"F",3,1995,3231,"F",0
3306,"LL","G.0",0.5,"M",2,1995,3306,"M",0
3364,"LL","G.5",3.5,"F",3,1995,2756,"F",1
3364,"LL","G.5",3.5,"F",3,1995,3306,"M",1
3514,"LL","Y.0",0.5,"F",3,1995,3514,"F",0
3832,"LL","G.5",3.5,"M",2,1995,2756,"F",1
3832,"LL","G.5",3.5,"M",2,1995,3306,"M",1
4402,"LL","M.5",0.5,"M",3,1995,3413,"F",1
4402,"LL","M.5",0.5,"M",3,1995,2507,"M",1
4488,"LL","S.5",12.5,"F",2,1995,4488,"F",0
2529,"SU","L.0",10.5,"F",3,1995,2529,"F",0
2826,"SU","C.5",6.5,"M",0,1995,2533,"F",1
2826,"SU","D.0",7.5,"M",0,1995,4316,"F",1
2826,"SU","C.5",6.5,"M",2,1995,2533,"F",1
4370,"SU","B.5",12.5,"F",3,1995,2777,"F",1
4370,"SU","B.5",12.5,"F",3,1995,4370,"F",0
4606,"SU","C.5",6.5,"M",2,1995,2533,"F",1
3178,"EN","G.5",1.5,"F",3,1995,2732,"F",1
3178,"EN","G.5",1.5,"F",3,1995,3749,"M",1
3180,"EN","A.0",3.5,"F",3,1995,3180,"F",0
2532,"LL","E.0",11.5,"M",2,1995,2532,"M",0
2532,"LL","E.0",11.5,"M",2,1995,3443,"M",1
2575,"LL","K.5",17.5,"M",2,1995,2575,"M",0
3306,"LL","G.5",3.5,"M",0,1995,2756,"F",1
3306,"LL","G.5",3.5,"M",0,1995,3306,"M",0
3517,"LL","F.5",15.5,"M",2,1995,3517,"M",0
3778,"LL","M.5",0.5,"M",2,1995,3413,"F",1
3778,"LL","M.5",0.5,"M",2,1995,2507,"M",1
2574,"LL","K.5",17.5,"F",3,1995,2575,"M",1
2575,"LL","K.5",17.5,"M",0,1995,2575,"M",0
2733,"LL","-7.0",4.5,"F",4,1995,2661,"F",1
3236,"LL","-1.0",2.5,"F",4,1995,3236,"F",0
3306,"LL","G.0",0.5,"M",2,1995,3306,"M",0
3373,"LL","Q.5",14.5,"F",3,1995,3373,"F",0
3498,"SU","T.5",7.5,"M",0,1995,3498,"M",0
4272,"SU","A.5",4.5,"F",3,1995,2713,"M",1
4348,"SU","P.0",8.5,"M",2,1995,2510,"M",1
2535,"LL","-1.0",7.5,"F",3,1995,2733,"F",1
2621,"LL","M.5",0.5,"M",2,1995,3413,"F",1
2621,"LL","M.5",0.5,"M",2,1995,2507,"M",1
2760,"LL","P.0",4.5,"M",3,1995,3256,"F",1
3298,"LL","P.0",4.5,"M",2,1995,3256,"F",1
