"squirrel_id_trap","gr","locx_trap","locy_trap","sex_trap","rep_con","year","squirrel_id_census","sex_census","intruder"
718,"LL","D.0",2.5,"M",0,1990,1021,"M",1
718,"LL","D.0",2.5,"M",0,1990,1021,"M",1
724,"LL","F.0",4.5,"F",0,1990,2252,"M",1
724,"LL","F.0",4.5,"F",0,1990,2252,"M",1
729,"LL","A.5",13.5,"F",0,1990,729,"F",0
729,"LL","A.5",13.5,"F",0,1990,2419,"F",1
754,"LL","F.5",15.5,"F",0,1990,754,"F",0
755,"LL","L.5",17.5,"M",0,1990,755,"M",0
864,"LL","L.0",2.5,"M",0,1990,1025,"M",1
864,"LL","L.0",2.5,"M",0,1990,1025,"M",1
1180,"LL","I.0",10.5,"F",0,1990,1219,"F",1
1180,"LL","I.0",10.5,"F",0,1990,1180,"F",0
1186,"LL","M.5",0.5,"F",0,1990,1245,"F",1
1651,"LL","D.0",17.5,"F",0,1990,1651,"F",0
1735,"LL","Q.5",4.5,"F",0,1990,1735,"F",0
719,"LL","D.0",2.5,"F",0,1990,1021,"M",1
719,"LL","D.0",2.5,"F",0,1990,1021,"M",1
1245,"LL","M.5",0.5,"F",0,1990,1245,"F",0
1929,"LL","L.0",2.5,"F",0,1990,1025,"M",1
1929,"LL","L.0",2.5,"F",0,1990,1025,"M",1
1252,"SU","I.0",2.5,"M",0,1990,879,"F",1
1252,"SU","I.0",2.5,"M",0,1990,879,"F",1
1252,"SU","I.0",2.5,"M",0,1990,1464,"M",1
1258,"SU","I.0",1.5,"M",0,1990,852,"F",1
1935,"SU","A.5",6.5,"F",0,1990,1935,"F",0
981,"KL","I.0",10.5,"F",0,1990,1219,"F",1
981,"KL","I.0",10.5,"F",0,1990,1180,"F",1
984,"KL","-1.0",4.5,"M",0,1990,1289,"M",1
984,"KL","-1.0",4.5,"M",0,1990,1289,"M",1
1073,"KL","A.0",4.5,"M",0,1990,1397,"F",1
1073,"KL","A.0",4.5,"M",0,1990,1397,"F",1
1094,"KL","G.0",3.5,"M",0,1990,848,"F",1
1181,"KL","A.0",10.5,"F",0,1990,1181,"F",0
1289,"KL","0.0",4.5,"M",0,1990,1289,"M",0
1397,"KL","A.0",5.5,"F",0,1990,1397,"F",0
1464,"KL","I.0",2.5,"M",0,1990,879,"F",1
1464,"KL","I.0",2.5,"M",0,1990,879,"F",1
1464,"KL","I.0",2.5,"M",0,1990,1464,"M",0
1944,"KL","0.5",6.5,"F",0,1990,898,"M",1
835,"SU","O.0",1.5,"F",0,1990,835,"F",0
835,"SU","O.0",1.5,"F",0,1990,835,"F",0
872,"SU","J.5",10.5,"F",0,1990,872,"F",0
872,"SU","J.5",10.5,"F",0,1990,872,"F",0
1355,"SU","B.5",4.5,"F",0,1990,1355,"F",0
1935,"SU","A.5",6.5,"F",0,1990,1935,"F",0
2295,"SU","G.0",9.5,"F",0,1990,2295,"F",0
2295,"SU","G.0",9.5,"F",0,1990,2295,"F",0
724,"LL","F.0",3.5,"F",0,1990,2252,"M",1
724,"LL","F.0",3.5,"F",0,1990,2252,"M",1
1274,"LL","F.5",15.5,"F",0,1990,754,"F",1
1348,"LL","B.5",17.5,"F",0,1990,1348,"F",0
1651,"LL","D.0",17.5,"F",0,1990,1651,"F",0
1731,"LL","F.0",12.5,"F",0,1990,1045,"M",1
2252,"LL","D.0",2.5,"M",0,1990,1021,"M",1
2252,"LL","D.0",2.5,"M",0,1990,1021,"M",1
724,"LL","D.0",2.5,"F",0,1990,1021,"M",1
724,"LL","D.0",2.5,"F",0,1990,1021,"M",1
1181,"KL","A.0",10.5,"F",0,1990,1181,"F",0
1289,"KL","0.0",4.5,"M",0,1990,1289,"M",0
1289,"KL","0.0",4.5,"M",0,1990,1289,"M",0
1397,"KL","0.5",6.5,"F",0,1990,898,"M",1
1944,"KL","-1.0",4.5,"F",0,1990,1289,"M",1
1944,"KL","-1.0",4.5,"F",0,1990,1289,"M",1
835,"SU","O.0",1.5,"F",0,1990,835,"F",0
835,"SU","O.0",1.5,"F",0,1990,835,"F",0
852,"SU","I.0",1.5,"F",0,1990,852,"F",0
872,"SU","J.5",10.5,"F",0,1990,872,"F",0
872,"SU","J.5",10.5,"F",0,1990,872,"F",0
879,"SU","I.0",2.5,"F",0,1990,879,"F",0
879,"SU","I.0",2.5,"F",0,1990,879,"F",0
879,"SU","I.0",2.5,"F",0,1990,1464,"M",1
2295,"SU","G.0",9.5,"F",0,1990,2295,"F",0
2295,"SU","G.0",9.5,"F",0,1990,2295,"F",0
1355,"SU","B.5",4.5,"F",0,1990,1355,"F",0
1517,"SU","D.5",16.5,"F",0,1990,1517,"F",0
1517,"SU","D.5",16.5,"F",0,1990,1517,"F",0
981,"KL","I.0",10.5,"F",0,1990,1219,"F",1
981,"KL","I.0",10.5,"F",0,1990,1180,"F",1
1218,"KL","F.5",0.5,"F",0,1990,822,"M",1
1301,"KL","F.5",10.5,"M",0,1990,1088,"M",1
1464,"KL","I.0",2.5,"M",0,1990,879,"F",1
1464,"KL","I.0",2.5,"M",0,1990,879,"F",1
1464,"KL","I.0",2.5,"M",0,1990,1464,"M",0
1465,"KL","I.0",11.5,"M",0,1990,981,"F",1
1944,"KL","0.0",5.5,"F",0,1990,1944,"F",0
879,"SU","I.0",2.5,"F",0,1990,879,"F",0
879,"SU","I.0",2.5,"F",0,1990,879,"F",0
879,"SU","I.0",2.5,"F",0,1990,1464,"M",1
915,"SU","D.5",16.5,"M",0,1990,1517,"F",1
915,"SU","D.5",16.5,"M",0,1990,1517,"F",1
1135,"SU","C.5",6.5,"M",0,1990,1135,"M",0
1135,"SU","C.5",6.5,"M",0,1990,1135,"M",0
1935,"SU","A.5",6.5,"F",0,1990,1935,"F",0
2576,"SU","G.5",14.5,"M",0,1990,1262,"M",1
2576,"SU","G.5",14.5,"M",0,1990,1262,"M",1
1094,"KL","G.0",3.5,"M",0,1990,848,"F",1
729,"LL","A.5",13.5,"F",0,1990,729,"F",0
729,"LL","A.5",13.5,"F",0,1990,2419,"F",1
1230,"LL","A.0",0.5,"M",0,1990,1230,"M",0
1906,"SU","L.5",8.5,"M",0,1990,1906,"M",0
1906,"SU","L.5",8.5,"M",0,1990,1906,"M",0
1935,"SU","B.0",7.5,"F",0,1990,1232,"M",1
1935,"SU","B.0",7.5,"F",0,1990,1232,"M",1
1937,"SU","N.0",7.5,"F",0,1990,1257,"M",1
730,"FL","A.0",2.5,"M",0,1990,1241,"M",1
1944,"KL","0.0",5.5,"F",0,1990,1944,"F",0
872,"SU","L.0",10.5,"F",0,1990,872,"F",0
872,"SU","L.0",10.5,"F",0,1990,872,"F",0
1562,"SU","M.0",4.5,"M",0,1990,1562,"M",0
881,"KL","B.0",9.5,"F",0,1990,694,"M",1
905,"KL","B.5",5.5,"M",0,1990,905,"M",0
1073,"KL","C.0",2.5,"M",0,1990,1874,"M",1
1207,"KL","E.5",8.5,"M",0,1990,1207,"M",0
1289,"KL","A.0",4.5,"M",0,1990,1397,"F",1
1289,"KL","A.0",4.5,"M",0,1990,1397,"F",1
1397,"KL","B.0",4.5,"F",0,1990,1073,"M",1
2755,"KL","B.5",10.5,"M",0,1990,1095,"M",1
2755,"KL","B.5",10.5,"M",0,1990,1077,"M",1
1230,"LL","A.0",0.5,"M",0,1990,1230,"M",0
1245,"LL","0.5",12.5,"F",0,1990,2755,"M",1
1245,"LL","0.5",12.5,"F",0,1990,2755,"M",1
1651,"LL","B.5",17.5,"F",0,1990,1348,"F",1
828,"SU","H.5",10.5,"M",0,1990,828,"M",0
872,"SU","L.0",10.5,"F",0,1990,872,"F",0
872,"SU","L.0",10.5,"F",0,1990,872,"F",0
879,"SU","I.0",2.5,"F",0,1990,879,"F",0
879,"SU","I.0",2.5,"F",0,1990,879,"F",0
879,"SU","I.0",2.5,"F",0,1990,1464,"M",1
1906,"SU","L.5",8.5,"M",0,1990,1906,"M",0
1906,"SU","L.5",8.5,"M",0,1990,1906,"M",0
981,"KL","I.0",11.5,"F",0,1990,981,"F",0
1088,"KL","G.5",9.5,"M",0,1990,1088,"M",0
1092,"KL","D.5",5.5,"M",0,1990,1092,"M",0
1224,"KL","J.5",6.5,"M",0,1990,1224,"M",0
1874,"KL","C.0",2.5,"M",0,1990,1874,"M",0
1874,"KL","C.0",2.5,"M",0,1990,1874,"M",0
2755,"KL","0.5",12.5,"M",0,1990,2755,"M",0
2755,"KL","0.5",12.5,"M",0,1990,2755,"M",0
1645,"LL","P.0",1.5,"M",0,1990,1645,"M",0
928,"SU","G.0",5.5,"M",0,1990,860,"M",1
1178,"SU","E.0",10.5,"F",0,1990,1178,"F",0
1178,"SU","E.0",10.5,"F",0,1990,1178,"F",0
1232,"SU","B.0",7.5,"M",0,1990,1232,"M",0
1232,"SU","B.0",7.5,"M",0,1990,1232,"M",0
1251,"SU","B.0",1.5,"M",0,1990,1251,"M",0
1654,"SU","B.0",7.5,"M",0,1990,1232,"M",1
1654,"SU","B.0",7.5,"M",0,1990,1232,"M",1
1689,"SU","B.0",9.5,"F",0,1990,694,"M",1
848,"KL","G.0",3.5,"F",0,1990,848,"F",0
905,"KL","A.0",5.5,"M",0,1990,1397,"F",1
1218,"KL","D.0",0.5,"F",0,1990,1218,"F",0
1289,"KL","-1.0",4.5,"M",0,1990,1289,"M",0
1289,"KL","-1.0",4.5,"M",0,1990,1289,"M",0
1944,"KL","0.0",5.5,"F",0,1990,1944,"F",0
1030,"LL","Q.0",7.5,"M",0,1990,1030,"M",0
1030,"LL","Q.0",7.5,"M",0,1990,1030,"M",0
1034,"LL","S.0",5.5,"M",0,1990,1034,"M",0
1041,"LL","O.0",15.5,"F",0,1990,1041,"F",0
1180,"LL","J.0",8.5,"F",0,1990,1282,"M",1
1230,"LL","A.0",0.5,"M",0,1990,1230,"M",0
1245,"LL","M.5",0.5,"F",0,1990,1245,"F",0
1268,"LL","S.5",1.5,"F",0,1990,1268,"F",0
1645,"LL","P.0",1.5,"M",0,1990,1645,"M",0
1735,"LL","P.5",5.5,"F",0,1990,1735,"F",0
1735,"LL","P.5",5.5,"F",0,1990,1735,"F",0
2565,"LL","K.5",17.5,"M",0,1990,2565,"M",0
828,"SU","H.5",10.5,"M",0,1990,828,"M",0
835,"SU","O.0",1.5,"F",0,1990,835,"F",0
835,"SU","O.0",1.5,"F",0,1990,835,"F",0
860,"SU","G.0",5.5,"M",0,1990,860,"M",0
732,"AG","M.0",2.5,"F",0,1990,1025,"M",1
1018,"AG","Q.5",4.5,"M",0,1990,1735,"F",1
981,"KL","F.5",10.5,"F",0,1990,1088,"M",1
1020,"LL","G.5",3.5,"M",0,1990,1020,"M",0
1032,"LL","H.5",4.5,"F",0,1990,2410,"M",1
852,"SU","I.0",1.5,"F",0,1990,852,"F",0
984,"SU","I.0",2.5,"M",0,1990,879,"F",1
984,"SU","I.0",2.5,"M",0,1990,879,"F",1
984,"SU","I.0",2.5,"M",0,1990,1464,"M",1
1181,"KL","A.0",10.5,"F",0,1990,1181,"F",0
1397,"KL","A.0",5.5,"F",0,1990,1397,"F",0
729,"LL","A.5",13.5,"F",0,1990,729,"F",0
729,"LL","A.5",13.5,"F",0,1990,2419,"F",1
754,"LL","F.5",15.5,"F",0,1990,754,"F",0
755,"LL","L.5",17.5,"M",0,1990,755,"M",0
1053,"LL","0.5",12.5,"M",2,1990,2755,"M",1
1053,"LL","0.5",12.5,"M",2,1990,2755,"M",1
1348,"LL","B.5",17.5,"F",0,1990,1348,"F",0
1651,"LL","D.0",17.5,"F",0,1990,1651,"F",0
872,"SU","J.5",10.5,"F",0,1990,872,"F",0
872,"SU","J.5",10.5,"F",0,1990,872,"F",0
1178,"SU","E.0",10.5,"F",0,1990,1178,"F",0
1178,"SU","E.0",10.5,"F",0,1990,1178,"F",0
1355,"SU","B.5",4.5,"F",0,1990,1355,"F",0
2295,"SU","G.0",9.5,"F",0,1990,2295,"F",0
2295,"SU","G.0",9.5,"F",0,1990,2295,"F",0
741,"LL","J.0",2.5,"M",0,1990,741,"M",0
1021,"LL","E.5",1.5,"M",0,1990,1021,"M",0
1021,"LL","E.5",1.5,"M",0,1990,1655,"M",1
1021,"LL","E.5",1.5,"M",0,1990,1655,"M",1
1039,"LL","H.5",9.5,"M",0,1990,1039,"M",0
848,"KL","G.0",3.5,"F",0,1990,848,"F",0
1041,"LL","O.0",15.5,"F",0,1990,1041,"F",0
1577,"LL","0.5",12.5,"M",0,1990,2755,"M",1
1577,"LL","0.5",12.5,"M",0,1990,2755,"M",1
1651,"LL","E.0",11.5,"F",0,1990,1044,"M",1
2252,"LL","F.0",4.5,"M",0,1990,2252,"M",0
2252,"LL","F.0",4.5,"M",0,1990,2252,"M",0
1135,"SU","C.5",6.5,"M",0,1990,1135,"M",0
1135,"SU","C.5",6.5,"M",0,1990,1135,"M",0
1252,"SU","B.5",4.5,"M",0,1990,1355,"F",1
1164,"SU","T.0",6.5,"F",0,1991,1164,"F",0
1219,"KL","I.0",10.5,"F",4,1991,1219,"F",0
1219,"KL","I.0",10.5,"F",4,1991,1180,"F",1
1230,"LL","A.0",0.5,"M",0,1991,1230,"M",0
1282,"LL","P.5",5.5,"M",0,1991,1735,"F",1
1570,"LL","S.0",5.5,"F",3,1991,1570,"F",0
1570,"LL","S.0",5.5,"F",3,1991,1402,"F",1
1645,"LL","S.5",1.5,"M",0,1991,1268,"F",1
1735,"LL","Q.5",4.5,"F",4,1991,1735,"F",0
1222,"LL","-1.0",7.5,"F",4,1991,1222,"F",0
1348,"LL","B.5",16.5,"F",4,1991,1348,"F",0
1554,"LL","Q.0",7.5,"M",0,1991,1554,"M",0
1554,"LL","Q.0",7.5,"M",0,1991,1554,"M",0
1831,"LL","E.0",13.5,"F",0,1991,1831,"F",0
2410,"LL","G.5",3.5,"M",0,1991,2410,"M",0
1070,"LL","S.5",12.5,"M",0,1991,1070,"M",0
1076,"LL","J.0",2.5,"M",0,1991,2221,"F",1
1076,"LL","J.0",2.5,"M",0,1991,1245,"F",1
1186,"LL","M.5",0.5,"F",4,1991,1186,"F",0
1274,"LL","E.0",19.5,"F",2,1991,1274,"F",0
1348,"LL","B.5",18.5,"F",4,1991,1651,"F",1
1651,"LL","D.0",17.5,"F",4,1991,1651,"F",0
1731,"LL","H.5",9.5,"F",0,1991,1731,"F",0
1831,"LL","F.5",15.5,"F",0,1991,1079,"M",1
1831,"LL","F.5",15.5,"F",0,1991,2208,"M",1
1929,"LL","P.5",14.5,"F",4,1991,1929,"F",0
2384,"LL","Q.5",14.5,"M",0,1991,2384,"M",0
2410,"LL","H.5",4.5,"M",0,1991,2410,"M",0
2565,"LL","K.5",17.5,"M",0,1991,2565,"M",0
1071,"EN","A.0",1.5,"M",0,1991,1105,"M",1
1105,"EN","C.0",0.5,"M",0,1991,1105,"M",0
1720,"EN","M.5",1.5,"F",0,1991,1720,"F",0
1982,"EN","O.5",1.5,"F",0,1991,1982,"F",0
1084,"EN","O.5",0.5,"M",0,1991,1193,"F",1
1105,"EN","A.0",1.5,"M",0,1991,1105,"M",0
1588,"EN","A.0",3.5,"F",0,1991,1588,"F",0
2425,"EN","G.5",1.5,"M",0,1991,2425,"M",0
2425,"EN","G.5",1.5,"M",0,1991,1575,"M",1
1104,"EN","A.0",1.5,"M",0,1991,1105,"M",1
1105,"EN","B.5",1.5,"M",0,1991,1105,"M",0
1193,"EN","O.5",0.5,"F",0,1991,1193,"F",0
1207,"KL","E.5",8.5,"M",0,1991,1207,"M",0
1224,"KL","J.5",6.5,"M",0,1991,1224,"M",0
1289,"KL","0.0",4.5,"M",0,1991,1289,"M",0
1421,"KL","F.5",0.5,"F",2,1991,1421,"F",0
1464,"KL","I.0",2.5,"M",0,1991,1136,"F",1
1464,"KL","I.0",2.5,"M",0,1991,1464,"M",0
1575,"KL","G.5",1.5,"M",0,1991,2425,"M",1
1575,"KL","G.5",1.5,"M",0,1991,1575,"M",0
1740,"KL","-4.0",1.5,"F",4,1991,1740,"F",0
1944,"KL","0.0",5.5,"F",0,1991,1944,"F",0
1355,"SU","B.5",4.5,"F",3,1991,1355,"F",0
1935,"SU","A.5",6.5,"F",4,1991,1935,"F",0
1073,"KL","B.0",4.5,"M",0,1991,1945,"M",1
1088,"KL","G.5",9.5,"M",0,1991,1088,"M",0
1181,"KL","A.0",10.5,"F",0,1991,1181,"F",0
1219,"KL","I.0",10.5,"F",0,1991,1219,"F",0
1219,"KL","I.0",10.5,"F",0,1991,1180,"F",1
1277,"KL","B.0",9.5,"M",0,1991,1095,"M",1
1321,"KL","F.5",10.5,"F",0,1991,1465,"M",1
1397,"KL","A.0",5.5,"F",4,1991,1397,"F",0
1465,"KL","I.0",11.5,"M",0,1991,1465,"M",0
1874,"KL","C.0",2.5,"M",0,1991,1874,"M",0
1874,"KL","C.0",2.5,"M",0,1991,1874,"M",0
1945,"KL","F.0",6.5,"M",0,1991,1464,"M",1
2755,"KL","0.5",12.5,"M",0,1991,2755,"M",0
3466,"KL","B.5",5.5,"M",0,1991,3466,"M",0
1264,"EN","O.5",1.5,"M",0,1992,1982,"F",1
1615,"EN","M.5",1.5,"F",1,1992,1615,"F",0
1866,"EN","O.5",0.5,"M",0,1992,1866,"M",0
1274,"LL","E.0",19.5,"F",2,1992,1652,"M",1
1831,"LL","E.0",13.5,"F",3,1992,1831,"F",0
1922,"LL","B.5",16.5,"M",0,1992,1348,"F",1
2419,"LL","A.5",13.5,"F",3,1992,2419,"F",0
1549,"LL","M.5",0.5,"M",0,1992,1571,"F",1
1571,"LL","M.5",0.5,"F",3,1992,1571,"F",0
1731,"LL","H.5",9.5,"F",3,1992,1731,"F",0
2565,"LL","L.5",17.5,"M",0,1992,1896,"F",1
1518,"SU","A.5",6.5,"M",0,1992,1935,"F",1
1518,"SU","A.5",6.5,"M",0,1992,1657,"M",1
1655,"SU","E.5",1.5,"M",0,1992,1655,"M",0
1655,"SU","E.5",1.5,"M",0,1992,3614,"M",1
2477,"SU","E.5",1.5,"F",1,1992,1655,"M",1
2477,"SU","E.5",1.5,"F",1,1992,3614,"M",1
1503,"SU","-1.0",4.5,"F",2,1992,1503,"F",0
1516,"SU","G.0",9.5,"F",3,1992,1516,"F",0
1638,"SU","T.5",7.5,"M",0,1992,1638,"M",0
1748,"SU","A.5",6.5,"M",0,1992,1935,"F",1
1748,"SU","A.5",6.5,"M",0,1992,1657,"M",1
2429,"SU","T.0",6.5,"F",2,1992,1638,"M",1
1268,"LL","S.5",1.5,"F",0,1992,2152,"F",1
1402,"LL","S.0",5.5,"F",2,1992,1646,"M",1
1645,"LL","S.5",1.5,"M",0,1992,2152,"F",1
2594,"LL","Q.5",4.5,"M",0,1992,1735,"F",1
3373,"LL","Q.5",14.5,"F",1,1992,3373,"F",0
3778,"LL","P.0",1.5,"M",0,1992,2409,"F",1
3778,"LL","P.0",1.5,"M",0,1992,2327,"F",1
1275,"SU","A.5",4.5,"F",2,1992,1622,"M",1
1620,"SU","E.0",11.5,"F",4,1992,1290,"M",1
1935,"SU","A.5",6.5,"F",3,1992,1935,"F",0
1935,"SU","A.5",6.5,"F",3,1992,1657,"M",1
2501,"SU","-1.0",4.5,"M",0,1992,1503,"F",1
1516,"SU","F.0",9.5,"F",3,1992,1516,"F",0
2227,"SU","-2.0",18.5,"F",4,1992,2227,"F",0
1935,"SU","A.5",6.5,"F",4,1992,1935,"F",0
1935,"SU","A.5",6.5,"F",4,1992,1657,"M",1
2487,"SU","C.5",15.5,"M",0,1992,1621,"M",1
1302,"LL","D.0",17.5,"F",2,1992,1302,"F",0
1302,"LL","D.0",17.5,"F",2,1992,2758,"M",1
1348,"LL","B.5",16.5,"F",3,1992,1348,"F",0
1422,"LL","-1.0",7.5,"F",1,1992,1422,"F",0
1434,"LL","-2.0",7.5,"M",0,1992,1413,"F",1
1647,"LL","E.5",1.5,"M",0,1992,1655,"M",1
1647,"LL","E.5",1.5,"M",0,1992,3614,"M",1
1319,"KL","A.0",10.5,"F",4,1992,1319,"F",0
1397,"KL","A.0",5.5,"F",4,1992,1397,"F",0
1397,"KL","A.0",5.5,"F",4,1992,1397,"F",0
1935,"SU","A.5",6.5,"F",4,1992,1935,"F",0
1935,"SU","A.5",6.5,"F",4,1992,1657,"M",1
2227,"SU","-2.0",18.5,"F",4,1992,2227,"F",0
1516,"SU","F.0",9.5,"F",4,1992,1516,"F",0
1620,"SU","E.0",11.5,"F",2,1992,1290,"M",1
1628,"SU","J.5",10.5,"M",0,1992,1628,"M",0
1281,"KL","D.0",0.5,"M",0,1992,1281,"M",0
1421,"KL","F.5",0.5,"F",4,1992,1421,"F",0
1740,"KL","-4.0",1.5,"F",4,1992,1740,"F",0
1295,"SU","B.5",10.5,"F",4,1992,1295,"F",0
1295,"SU","B.5",10.5,"F",4,1992,2595,"M",1
1503,"SU","-1.0",4.5,"F",4,1992,1503,"F",0
1935,"SU","A.5",6.5,"F",4,1992,1935,"F",0
1935,"SU","A.5",6.5,"F",4,1992,1657,"M",1
1274,"LL","E.0",19.5,"F",4,1992,1652,"M",1
1352,"SU","F.0",9.5,"F",2,1992,1516,"F",1
1620,"SU","E.0",11.5,"F",4,1992,1290,"M",1
1657,"SU","A.5",6.5,"M",0,1992,1935,"F",1
1657,"SU","A.5",6.5,"M",0,1992,1657,"M",0
2227,"SU","-2.0",18.5,"F",4,1992,2227,"F",0
1421,"KL","F.5",0.5,"F",4,1992,1421,"F",0
1464,"KL","I.0",2.5,"M",0,1992,3168,"F",1
1464,"KL","I.0",2.5,"M",0,1992,1464,"M",0
1585,"KL","F.5",10.5,"M",0,1992,1465,"M",1
1272,"LL","D.0",17.5,"M",0,1992,1302,"F",1
1272,"LL","D.0",17.5,"M",0,1992,2758,"M",1
1348,"LL","B.5",16.5,"F",2,1992,1348,"F",0
1571,"LL","M.5",0.5,"F",4,1992,1571,"F",0
1647,"LL","E.5",1.5,"M",0,1992,1655,"M",1
1647,"LL","E.5",1.5,"M",0,1992,3614,"M",1
1731,"LL","H.5",9.5,"F",3,1992,1731,"F",0
1831,"LL","E.0",13.5,"F",2,1992,1831,"F",0
1896,"LL","L.5",17.5,"F",4,1992,1896,"F",0
2419,"LL","A.5",13.5,"F",2,1992,2419,"F",0
3373,"LL","Q.5",14.5,"F",1,1992,3373,"F",0
3168,"SU","I.0",2.5,"F",1,1992,3168,"F",0
3168,"SU","I.0",2.5,"F",1,1992,1464,"M",1
1289,"KL","A.0",4.5,"M",0,1992,2453,"F",1
1319,"KL","B.0",9.5,"F",3,1992,1319,"F",0
1397,"KL","A.0",5.5,"F",4,1992,1397,"F",0
1397,"KL","A.0",5.5,"F",4,1992,1397,"F",0
1612,"KL","B.5",10.5,"F",2,1992,1295,"F",1
1612,"KL","B.5",10.5,"F",2,1992,2595,"M",1
1945,"KL","B.0",4.5,"M",0,1992,2453,"F",1
1945,"KL","B.0",4.5,"M",0,1992,1945,"M",0
2544,"KL","-3.0",4.5,"F",2,1992,2544,"F",0
1906,"SU","S.5",8.5,"M",0,1992,1466,"F",1
1328,"SU","C.5",15.5,"F",1,1992,1621,"M",1
1516,"SU","F.0",9.5,"F",4,1992,1516,"F",0
2227,"SU","-2.0",18.5,"F",4,1992,2227,"F",0
1620,"SU","E.0",11.5,"F",4,1992,1290,"M",1
1274,"LL","E.0",19.5,"F",2,1992,1652,"M",1
1413,"LL","-2.0",7.5,"F",2,1992,1413,"F",0
1922,"LL","B.5",16.5,"M",0,1992,1348,"F",1
2419,"LL","A.5",13.5,"F",2,1992,2419,"F",0
1278,"SU","-1.0",4.5,"F",4,1992,1503,"F",1
1466,"SU","S.5",8.5,"F",2,1992,1466,"F",0
1518,"SU","E.0",11.5,"M",0,1992,1290,"M",1
1935,"SU","A.5",6.5,"F",4,1992,1935,"F",0
1935,"SU","A.5",6.5,"F",4,1992,1657,"M",1
2409,"SU","O.0",1.5,"F",4,1992,2409,"F",0
1289,"KL","0.0",5.5,"M",0,1992,1944,"F",1
1321,"KL","G.5",9.5,"F",4,1992,1465,"M",1
1397,"KL","A.0",5.5,"F",4,1992,1397,"F",0
1421,"KL","F.5",0.5,"F",4,1992,1421,"F",0
1277,"KL","A.0",10.5,"M",0,1992,1319,"F",1
1319,"KL","B.0",9.5,"F",4,1992,1319,"F",0
1302,"LL","D.0",17.5,"F",2,1992,1302,"F",0
1302,"LL","D.0",17.5,"F",2,1992,2758,"M",1
1571,"LL","M.5",0.5,"F",3,1992,1571,"F",0
1645,"LL","S.0",5.5,"M",0,1992,1646,"M",1
1896,"LL","L.5",17.5,"F",2,1992,1896,"F",0
2077,"SU","E.0",11.5,"M",0,1992,1290,"M",1
2227,"SU","-2.0",18.5,"F",4,1992,2227,"F",0
1321,"KL","E.0",9.5,"F",4,1992,1321,"F",0
1332,"KL","B.5",10.5,"M",0,1992,1295,"F",1
1332,"KL","B.5",10.5,"M",0,1992,2595,"M",1
1413,"LL","-2.0",7.5,"F",2,1992,1413,"F",0
1647,"LL","M.5",0.5,"M",0,1992,1571,"F",1
1735,"LL","Q.5",4.5,"F",3,1992,1735,"F",0
2565,"LL","Q.5",14.5,"M",0,1992,3373,"F",1
1328,"SU","B.5",9.5,"F",0,1992,1328,"F",0
1617,"SU","C.5",6.5,"F",2,1992,1617,"F",0
1620,"SU","E.0",11.5,"F",4,1992,1290,"M",1
1655,"SU","B.0",1.5,"M",0,1992,1251,"M",1
1657,"SU","B.0",7.5,"M",0,1992,1657,"M",0
1657,"SU","B.0",7.5,"M",0,1992,1269,"M",1
1328,"SU","B.5",9.5,"F",1,1992,1328,"F",0
1689,"SU","0.5",10.5,"F",4,1992,1689,"F",0
1421,"KL","F.5",0.5,"F",4,1992,1421,"F",0
1394,"LL","-1.0",7.5,"F",3,1992,1422,"F",1
1647,"LL","E.5",1.5,"M",0,1992,1655,"M",1
1647,"LL","E.5",1.5,"M",0,1992,3614,"M",1
1731,"LL","H.5",9.5,"F",3,1992,1731,"F",0
1735,"LL","Q.5",4.5,"F",3,1992,1735,"F",0
1831,"LL","E.0",13.5,"F",3,1992,1831,"F",0
1929,"LL","P.5",14.5,"F",4,1992,1929,"F",0
2565,"LL","K.5",17.5,"M",0,1992,2565,"M",0
3373,"LL","Q.5",14.5,"F",2,1992,3373,"F",0
3168,"SU","I.0",2.5,"F",2,1992,3168,"F",0
3168,"SU","I.0",2.5,"F",2,1992,1464,"M",1
1397,"KL","0.0",5.5,"F",4,1992,1944,"F",1
2755,"KL","A.0",10.5,"M",0,1992,1319,"F",1
1413,"LL","-2.0",7.5,"F",4,1992,1413,"F",0
1422,"LL","-1.0",7.5,"F",4,1992,1422,"F",0
3614,"LL","H.0",0.5,"M",0,1992,3614,"M",0
2227,"SU","-2.0",18.5,"F",4,1992,2227,"F",0
1575,"KL","F.5",0.5,"M",0,1992,1421,"F",1
1290,"LL","E.0",11.5,"M",0,1992,1290,"M",0
1571,"LL","M.5",0.5,"F",3,1992,1571,"F",0
1647,"LL","E.5",1.5,"M",0,1992,1655,"M",1
1647,"LL","E.5",1.5,"M",0,1992,3614,"M",1
2419,"LL","A.5",13.5,"F",2,1992,2419,"F",0
2532,"LL","H.5",9.5,"M",0,1992,1731,"F",1
1516,"SU","F.0",9.5,"F",4,1992,1516,"F",0
1518,"SU","E.0",10.5,"M",0,1992,1620,"F",1
1621,"SU","D.5",16.5,"M",0,1992,2411,"F",1
1621,"SU","D.5",16.5,"M",0,1992,1254,"F",1
1628,"SU","E.5",11.5,"M",0,1992,1620,"F",1
1612,"KL","B.5",10.5,"F",2,1992,1295,"F",1
1612,"KL","B.5",10.5,"F",2,1992,2595,"M",1
2000,"LL","E.5",1.5,"M",0,1992,1655,"M",1
2000,"LL","E.5",1.5,"M",0,1992,3614,"M",1
3256,"LL","P.5",5.5,"F",4,1992,3256,"F",0
